Luganda
"Ekiriwo kati:   Olukiiko lw'abavubuka ba Buganda olw'okuntikko olwa Buganda Youth Council, lutudde okwetunulamu okulaba emirimu bwegitambudde ey'emyezi esatu egiyise n'okukuba ttooki mu myezi esatu egiddakEnsisinkano eri ku PAPAZ SPOT Entertainment Centre e Makindy"
Kitalo ekya Hajji Bulayimu Muwanga Kibirige amanyiddwa nga BMK munnabyanfuna era omutandisi wa HotelAfricana  Abadde Musajja wa Kabaka kungwe era awagidde emirimu gy’Obwakabaka ekiseera kyonn#BugandaUpdates
Ekyombo MV Kabaka Mutebi II ekizimbibwa e Kawuku nga bwekifaanana mu bitundu eby'enjawul#BugandaUpdates
Akatambi nga Katikkiro  cpmayiga alambula ekyombo ekibbuddwamu erinnya lya Ssabasajja Kabak3/3
Bino byogeddwa Katikkiro Charles Peter Mayiga bwabadde alambuzibwa ddipo y'amafuta eri mukuzimbibwa ku kyalo Bugiri Bukasa okumpi ne Nyanja Nnalubaale nga pulojekiti eno esuubira okuwementa obukadde bwa doola z'Amerika obusukka mu 300   2/3
Ssaabasajja Kabaka asiimye nakiriza kampuni ya Mahathi Infra Uganda Ltd ebbule elinnya lye mu kimu kubyombo ebigenda okutambuza amafuta okuva e Mombasa okugaleeta kuno nga kituumiddwa MV KABAKA MUTEBI I1/3
"Abantu ba Kabaka e Buddu bajjumbidde kaweefube w'okugaba omusaayOmulabirizi wa West Buganda Bishop Henry Katumba Tamale, Pookino Jude Muleke n'abakulembeze abalala bakulembeddemu Bannabuddu mu nteekateeka enKaweefube ono awomeddwamu omutwe ekitongole kya Kabaka Foundation"
Kitalo eky'omuweereza wa 892cbsFm Emmanuel Maseege (amanyiddwa nga DJ Emma).
"Abadde mukozi mulungi, munyiikivu, ayagala omulimu gwTusaasira aboluganda n’ab’emikwanTusaba Mukama amuwummuze miremb"
Katikkiro cpmayiga atandise okutalaaga e Ssaza Gomba okubunyisa Kaweefube w'emmwanyi Terimba mu bitundu byeyAsookedde wa MJoseph Ssebandeke ku kyalo Kateete mu Gombolola ye Kabulasok
"Luwalo Lwaffe:   Abantu ba Kabaka okuva mu Ssaza Ssingo bakiise embuga nebaleeta Oluwalo lwa bukadde obusobye mu musanv(7,070,000)."
Ssaabawolereza w'Obwakabaka era Minisita wa Gavumenti ez'ebitundu Oweek Christopher Bwanika yabatikkudde kulwa Katikkir
"Katikkiro cpmayiga : Ensi okukula tezeetaaga ba Looya, oba ba Pulofeesa, ba engineeEnsi zikula singa abantu baazo abasinga obungi balina obukugu obwetaagisa mu bulamu obwa bulijjo, omuli, okulunda, okusiba enviiri, okulima, n'okufumba emmer#BugandaUpdates"
Obwakabaka bwakutta omukago n'ekitongole kya Directorate of Industrial TraininByogeddwa Katikkiro cpmayiga bwabadde asisinkanye akolanga Ssenkulu w'ekitongole kya Directorate of Industrial Training MPatrick Byakatonda n'abakugu okuva mu kitongole ekyo ku Bulang
"Katikkiro cpmayiga : Ssaabasumba Yona Lwanga abadde alwanirira eddembe lyobuntu, abadde alwanirira enfuga etambulira mu mateeka, abadde alwanirira enkulaakulana nokutabagan#BugandaUpdates"
Katikkiro era asaasidde abaafiiriddwa abantu baabwe mu kizimbe ekyaagudde mu Kisenyi wamu n'okusaasira abaafiiriddwa ebintu ebikalu wamu ne nnannyini kizimbe olw'okufiirizibwa mu byensimb#BugandaUpdates
Katikkiro ategeezeza Obuganda nga Ssaabasajja Kabaka bweyakomyewo okuva e Germany gyeyali agenze okujjanjabibwa wamu n'okusisinkana bannamikago ba Kabaka FoundatioAsaasidde abasoddokisi olw'okuviibwako Ssaabasumba Metropolitan Yona Lwang1/2
Ekiriwo kati; Empaka za Nnalulungi wa Buganda ow'ebyobulambuzZigenda mu maaso ku Bulang#BugandaUpdates
